ID_AGENCY;Agency Name;Agency Type
AGG_002024;Dillon;Sheriff
AGG_002025;Dorchester;Sheriff
AGG_002026;Edgefield;Sheriff
AGG_002027;Johnston;Municipal Police
AGG_002028;Fairfield;Sheriff
AGG_002029;Florence;Sheriff
AGG_002030;Timmonsville;Municipal Police
AGG_002031;Georgetown;Sheriff
AGG_002032;Greenville;Sheriff
AGG_002033;Fountain Inn;Municipal Police
AGG_002034;Greenwood;Sheriff
AGG_002035;Horry County;County Police
AGG_002036;Myrtle Beach;Municipal Police
AGG_002037;Jasper;Sheriff
AGG_002038;Hardeeville;Municipal Police
AGG_002039;Kershaw;Sheriff
AGG_002040;Lancaster;Sheriff
AGG_002041;Laurens;Municipal Police
AGG_002042;Bishopville;Municipal Police
AGG_002043;Lexington;Sheriff
AGG_002044;West Columbia;Municipal Police
AGG_002045;Marlboro;Sheriff
AGG_002046;Bennettsville;Municipal Police
AGG_002047;Mccoll;Municipal Police
AGG_002048;Oconee;Sheriff
AGG_002049;Orangeburg;Sheriff
AGG_002050;Orangeburg;Municipal Police
AGG_002051;Pickens;Sheriff
AGG_002052;Central;Municipal Police
AGG_002053;Easley;Municipal Police
AGG_002054;Spartanburg;Sheriff
AGG_002055;Spartanburg;Municipal Police
AGG_002056;Sumter;Sheriff
AGG_002057;Sumter;Municipal Police
AGG_002058;Williamsburg;Sheriff
AGG_002059;York;Sheriff
AGG_002060;Fort Mill;Municipal Police
AGG_002061;Rock Hill;Municipal Police
AGG_002062;Pierre;Municipal Police
AGG_002063;Sioux Falls;Municipal Police
AGG_002064;Rapid City;Municipal Police
AGG_002065;Division of Criminal Investigation;State Police
AGG_002066;Oak Ridge;Municipal Police
AGG_002067;Bedford;Sheriff
AGG_002068;Shelbyville;Municipal Police
AGG_002069;Alcoa;Municipal Police
AGG_002070;Maryville;Municipal Police
AGG_002071;Campbell;Sheriff
AGG_002072;Cannon;Sheriff
AGG_002073;Cheatham;Sheriff
AGG_002074;Cumberland Gap;Municipal Police
AGG_002075;Cocke;Sheriff
AGG_002076;Tullahoma;Municipal Police
AGG_002077;Goodlettsville;Municipal Police
AGG_002078;Decaturville;Municipal Police
AGG_002079;DeKalb;Sheriff
AGG_002080;Dickson;Sheriff
AGG_002081;Dickson;Municipal Police
AGG_002082;Dyersburg;Municipal Police
AGG_002083;Fentress;Sheriff
AGG_002084;Grundy;Sheriff
AGG_002085;Hamblen;Sheriff
AGG_002086;Morristown;Municipal Police
AGG_002087;Chattanooga;Municipal Police
AGG_002088;Bolivar;Municipal Police
AGG_002089;Hawkins;Sheriff
AGG_002090;Church Hill;Municipal Police
AGG_002091;Brownsville;Municipal Police
AGG_002092;Hickman;Sheriff
AGG_002093;Houston;Sheriff
AGG_002094;Humphreys;Sheriff
AGG_002095;Johnson;Sheriff
AGG_002096;Mountain City;Municipal Police
AGG_002097;Knox;Sheriff
AGG_002098;Knoxville;Municipal Police
AGG_002099;Ripley;Municipal Police
AGG_002100;Loudon;Sheriff
AGG_002101;Mcminn;Sheriff
AGG_002102;Selmer;Municipal Police
AGG_002103;Maury;Sheriff
AGG_002104;Mount Pleasant;Municipal Police
AGG_002105;Montgomery;Sheriff
AGG_002106;Clarksville;Municipal Police
AGG_002107;Obion;Sheriff
AGG_002108;South Fulton;Municipal Police
AGG_002109;Putnam;Sheriff
AGG_002110;Roane;Sheriff
AGG_002111;Robertson;Sheriff
AGG_002112;Greenbrier;Municipal Police
AGG_002113;Murfreesboro;Municipal Police
AGG_002114;Sequatchie;Sheriff
AGG_002115;Sevierville;Municipal Police
AGG_002116;Kingsport;Municipal Police
AGG_002117;Sumner;Sheriff
AGG_002118;Mcminnville;Municipal Police
AGG_002119;Johnson City;Municipal Police
AGG_002120;Williamson;Sheriff
AGG_002121;Fairview;Municipal Police
AGG_002122;Memphis;Municipal Police
AGG_002123;Palestine;Municipal Police
AGG_002124;Huntington;Municipal Police
AGG_002125;Lufkin;Municipal Police
AGG_002126;Aransas;Sheriff
AGG_002127;Aransas Pass;Municipal Police
AGG_002128;Atascosa;Sheriff
AGG_002129;Bailey;Sheriff
AGG_002130;Bandera;Sheriff
AGG_002131;Bastrop;Sheriff
AGG_002132;Bee;Sheriff
AGG_002133;Killeen;Municipal Police
AGG_002134;Temple;Municipal Police
AGG_002135;Bexar;Sheriff
AGG_002136;Bowie;Sheriff
AGG_002137;Nash;Municipal Police
AGG_002138;Wake Village;Municipal Police
AGG_002139;Hooks;Municipal Police
AGG_002140;Freeport;Municipal Police
AGG_002141;Richwood;Municipal Police
AGG_002142;Sweeny;Municipal Police
AGG_002143;Brazos;Sheriff
AGG_002144;Bryan;Municipal Police
AGG_002145;Falfurrias;Municipal Police
AGG_002146;Burleson;Sheriff
AGG_002147;Cameron;Sheriff
AGG_002148;Harlingen;Municipal Police
AGG_002149;San Benito;Municipal Police
AGG_002150;Cameron County Park Rangers;Special Police
AGG_002151;Collin;Sheriff
AGG_002152;Frisco;Municipal Police
AGG_002153;Mckinney;Municipal Police
AGG_002154;Plano;Municipal Police
AGG_002155;Colorado;Sheriff
AGG_002156;Comal;Sheriff
AGG_002157;Comanche;Municipal Police
AGG_002158;Cooke;Sheriff
AGG_002159;Copperas Cove;Municipal Police
AGG_002160;Addison;Municipal Police
AGG_002161;Balch Springs;Municipal Police
AGG_002162;Cedar Hill;Municipal Police
AGG_002163;Desoto;Municipal Police
AGG_002164;Duncanville;Municipal Police
AGG_002165;Farmers Branch;Municipal Police
AGG_002166;Garland;Municipal Police
AGG_002167;Grand Prairie;Municipal Police
AGG_002168;Irving;Municipal Police
AGG_002169;Richardson;Municipal Police
AGG_002170;Rowlett;Municipal Police
AGG_002171;Lewisville;Municipal Police
AGG_002172;Flower Mound;Municipal Police
AGG_002173;Spur;Municipal Police
AGG_002174;Dimmit;Sheriff
AGG_002175;Ector;Sheriff
AGG_002176;Odessa;Municipal Police
AGG_002177;Ellis;Sheriff
AGG_002178;Ennis;Municipal Police
AGG_002179;Ferris;Municipal Police
AGG_002180;Waxahachie;Municipal Police
AGG_002181;El Paso;Municipal Police
AGG_002182;Socorro;Municipal Police
AGG_002183;Falls;Sheriff
AGG_002184;La Grange;Municipal Police
AGG_002185;Fort Bend;Sheriff
AGG_002186;Missouri City;Municipal Police
AGG_002187;Stafford;Municipal Police
AGG_002188;Needville;Municipal Police
AGG_002189;Pearsall;Municipal Police
AGG_002190;Galveston;Sheriff
AGG_002191;Dickinson;Municipal Police
AGG_002192;Galveston;Municipal Police
AGG_002193;La Marque;Municipal Police
AGG_002194;Texas City;Municipal Police
AGG_002195;Gonzales;Sheriff
AGG_002196;Denison;Municipal Police
AGG_002197;Gregg;Sheriff
AGG_002198;Longview;Municipal Police
AGG_002199;Guadalupe;Sheriff
AGG_002200;Plainview;Municipal Police
AGG_002201;Harris;Sheriff
AGG_002202;Baytown;Municipal Police
AGG_002203;Humble;Municipal Police
AGG_002204;Jacinto City;Municipal Police
AGG_002205;South Houston;Municipal Police
AGG_002206;Tomball;Municipal Police
AGG_002207;Gun Barrel City;Municipal Police
AGG_002208;Hidalgo;Sheriff
AGG_002209;Donna;Municipal Police
AGG_002210;Edinburg;Municipal Police
AGG_002211;Hidalgo;Municipal Police
AGG_002212;Mcallen;Municipal Police
AGG_002213;Mission;Municipal Police
AGG_002214;Pharr;Municipal Police
AGG_002215;San Juan;Municipal Police
AGG_002216;Weslaco;Municipal Police
AGG_002217;Sullivan City;Municipal Police
AGG_002218;Hill;Sheriff
AGG_002219;Itasca;Municipal Police
AGG_002220;Hood;Sheriff
AGG_002221;Hopkins;Sheriff
AGG_002222;Big Spring;Municipal Police
AGG_002223;Hunt;Sheriff
AGG_002224;Jacksboro;Municipal Police
AGG_002225;Groves;Municipal Police
AGG_002226;Port Arthur;Municipal Police
AGG_002227;Jim Wells;Sheriff
AGG_002228;Alvarado;Municipal Police
AGG_002229;Cleburne;Municipal Police
AGG_002230;Kaufman;Sheriff
AGG_002231;Kaufman;Municipal Police
AGG_002232;Terrell;Municipal Police
AGG_002233;Kendall;Sheriff
AGG_002234;Boerne;Municipal Police
AGG_002235;Kent;Sheriff
AGG_002236;Kerr;Sheriff
AGG_002237;Lavaca;Sheriff
AGG_002238;Leon;Sheriff
AGG_002239;Three Rivers;Municipal Police
AGG_002240;Lubbock;Sheriff
AGG_002241;Lubbock;Municipal Police
AGG_002242;Mclennan;Sheriff
AGG_002243;Waco;Municipal Police
AGG_002244;Matagorda;Sheriff
AGG_002245;Bay City;Municipal Police
AGG_002246;Eagle Pass;Municipal Police
AGG_002247;Medina;Sheriff
AGG_002248;Midland;Municipal Police
AGG_002249;Montague;Sheriff
AGG_002250;Conroe;Municipal Police
AGG_002251;Nacogdoches;Sheriff
AGG_002252;Nacogdoches;Municipal Police
AGG_002253;Navarro;Sheriff
AGG_002254;Corsicana;Municipal Police
AGG_002255;Sweetwater;Municipal Police
AGG_002256;Corpus Christi;Municipal Police
AGG_002257;Palo Pinto;Sheriff
AGG_002258;Mineral Wells;Municipal Police
AGG_002259;Panola;Sheriff
AGG_002260;Parker;Sheriff
AGG_002261;Potter;Sheriff
AGG_002262;Amarillo;Municipal Police
AGG_002263;Rusk;Sheriff
AGG_002264;Tatum;Municipal Police
AGG_002265;Sabine;Sheriff
AGG_002266;San Augustine;Sheriff
AGG_002267;San Patricio;Sheriff
AGG_002268;Sinton;Municipal Police
AGG_002269;Scurry;Sheriff
AGG_002270;Center;Municipal Police
AGG_002271;Tyler;Municipal Police
AGG_002272;Somervell;Sheriff
AGG_002273;Starr;Sheriff
AGG_002274;Sutton;Sheriff
AGG_002275;Benbrook;Municipal Police
AGG_002276;Fort Worth;Municipal Police
AGG_002277;Haltom City;Municipal Police
AGG_002278;Hurst;Municipal Police
AGG_002279;Sansom Park Village;Municipal Police
AGG_002280;Keller;Municipal Police
AGG_002281;Abilene;Municipal Police
AGG_002282;Titus;Sheriff
AGG_002283;San Angelo;Municipal Police
AGG_002284;Travis;Sheriff
AGG_002285;Austin;Municipal Police
AGG_002286;Trinity;Sheriff
AGG_002287;Trinity;Municipal Police
AGG_002288;Tyler;Sheriff
AGG_002289;Upton;Sheriff
AGG_002290;Uvalde;Municipal Police
AGG_002291;Victoria;Sheriff
AGG_002292;Victoria;Municipal Police
AGG_002293;Walker;Sheriff
AGG_002294;Waller;Sheriff
AGG_002295;Brookshire;Municipal Police
AGG_002296;Waller;Municipal Police
AGG_002297;Hempstead;Municipal Police
AGG_002298;Monahans;Municipal Police
AGG_002299;Webb;Sheriff
AGG_002300;Laredo;Municipal Police
AGG_002301;Wharton;Sheriff
AGG_002302;Shamrock;Municipal Police
AGG_002303;Wichita Falls;Municipal Police
AGG_002304;Cedar Park;Municipal Police
AGG_002305;Wise;Sheriff
AGG_002306;Wood;Sheriff
AGG_002307;Dallas;Municipal Police
AGG_002308;Houston;Municipal Police
AGG_002309;San Antonio;Municipal Police
AGG_002310;Brigham City;Municipal Police
AGG_002311;Logan;Municipal Police
AGG_002312;Bountiful;Municipal Police
AGG_002313;Clearfield;Municipal Police
AGG_002314;Layton;Municipal Police
AGG_002315;Roosevelt;Municipal Police
AGG_002316;Emery;Sheriff
AGG_002317;Iron;Sheriff
AGG_002318;Cedar City;Municipal Police
AGG_002319;Millard;Sheriff
AGG_002320;Salt Lake;Sheriff
AGG_002321;Midvale;Municipal Police
AGG_002322;Murray;Municipal Police
AGG_002323;Salt Lake City;Municipal Police
AGG_002324;South Salt Lake;Municipal Police
AGG_002325;West Jordan;Municipal Police
AGG_002326;West Valley;Municipal Police
AGG_002327;Taylorsville City;Municipal Police
AGG_002328;Tooele;Sheriff
AGG_002329;Orem;Municipal Police
AGG_002330;Provo;Municipal Police
AGG_002331;St. George;Municipal Police
AGG_002332;Weber;Sheriff
AGG_002333;Ogden;Municipal Police
AGG_002334;South Ogden;Municipal Police
AGG_002335;Accomack;Sheriff
AGG_002336;Albemarle County;County Police
AGG_002337;Amelia;Sheriff
AGG_002338;Arlington County;County Police
AGG_002339;Augusta;Sheriff
AGG_002340;Buchanan;Sheriff
AGG_002341;Caroline;Sheriff
AGG_002342;Charlotte;Sheriff
AGG_002343;Chesterfield County;County Police
AGG_002344;Culpeper;Municipal Police
AGG_002345;Dinwiddie;Sheriff
AGG_002346;Fairfax County;County Police
AGG_002347;Herndon;Municipal Police
AGG_002348;Fauquier;Sheriff
AGG_002349;Giles;Sheriff
AGG_002350;Goochland;Sheriff
AGG_002351;Greensville;Sheriff
AGG_002352;Hanover;Sheriff
AGG_002353;Henrico County Police D;County Police
AGG_002354;Isle of Wight;Sheriff
AGG_002355;James City County;County Police
AGG_002356;Loudoun;Sheriff
AGG_002357;Middlesex;Sheriff
AGG_002358;Blacksburg;Municipal Police
AGG_002359;State Police: Montgomery County;State Police
AGG_002360;Exmore;Municipal Police
AGG_002361;Blackstone;Municipal Police
AGG_002362;Page;Sheriff
AGG_002363;Pittsylvania;Sheriff
AGG_002364;Manassas;Municipal Police
AGG_002365;Prince William County;County Police
AGG_002366;Rappahannock;Sheriff
AGG_002367;Russell;Sheriff
AGG_002368;Smyth;Sheriff
AGG_002369;Southampton;Sheriff
AGG_002370;Spotsylvania;Sheriff
AGG_002371;Stafford;Sheriff
AGG_002372;Sussex;Sheriff
AGG_002373;Waverly;Municipal Police
AGG_002374;Richlands;Municipal Police
AGG_002375;State Police: Warren County;State Police
AGG_002376;Westmoreland;Sheriff
AGG_002377;Colonial Beach;Municipal Police
AGG_002378;Appalachia;Municipal Police
AGG_002379;Wythe;Sheriff
AGG_002380;Charlottesville;Municipal Police
AGG_002381;Chesapeake;Municipal Police
AGG_002382;Fairfax City;Municipal Police
AGG_002383;Fredericksburg;Municipal Police
AGG_002384;Galax;Municipal Police
AGG_002385;Hampton;Municipal Police
AGG_002386;Harrisonburg;Municipal Police
AGG_002387;Hopewell;Municipal Police
AGG_002388;Lynchburg;Municipal Police
AGG_002389;Newport News;Municipal Police
AGG_002390;Norfolk;Municipal Police
AGG_002391;State Police: Norfolk;State Police
AGG_002392;Petersburg;Municipal Police
AGG_002393;Portsmouth;Municipal Police
AGG_002394;Radford;Municipal Police
AGG_002395;Suffolk;Municipal Police
AGG_002396;Virginia Beach;Municipal Police
AGG_002397;Williamsburg;Municipal Police
AGG_002398;Reagan National Airport;Special Police
AGG_002399;Essex;Municipal Police
AGG_002400;State Police: Williston;State Police
AGG_002401;State Police: St. Johnsbury;State Police
AGG_002402;State Police: Rutland;State Police
AGG_002403;State Police: Rockingham;State Police
AGG_002404;State Police: Middlebury;State Police
AGG_002405;State Police: Shaftsbury;State Police
AGG_002406;State Police: Brattleboro;State Police
AGG_002407;State Police: Middlesex;State Police
AGG_002408;Othello;Municipal Police
AGG_002409;Kennewick;Municipal Police
AGG_002410;Chelan;Sheriff
AGG_002411;Clallam;Sheriff
AGG_002412;Port Angeles;Municipal Police
AGG_002413;Vancouver;Municipal Police
AGG_002414;Cowlitz;Sheriff
AGG_002415;Kelso;Municipal Police
AGG_002416;Pasco;Municipal Police
AGG_002417;Moses Lake;Municipal Police
AGG_002418;Grays Harbor;Sheriff
AGG_002419;Hoquiam;Municipal Police
AGG_002420;King;Sheriff
AGG_002421;Bellevue;Municipal Police
AGG_002422;Kent;Municipal Police
AGG_002423;Kirkland;Municipal Police
AGG_002424;Renton;Municipal Police
AGG_002425;Tukwila;Municipal Police
AGG_002426;Port of Seattle;Special Police
AGG_002427;Federal Way;Municipal Police
AGG_002428;Seatac;Municipal Police
AGG_002429;Burien;Municipal Police
AGG_002430;Shoreline;Municipal Police
AGG_002431;Maple Valley;Municipal Police
AGG_002432;Kitsap;Sheriff
AGG_002433;Bremerton;Municipal Police
AGG_002434;Lewis;Sheriff
AGG_002435;Okanogan;Sheriff
AGG_002436;Pend Oreille;Sheriff
AGG_002437;Pierce;Sheriff
AGG_002438;Puyallup;Municipal Police
AGG_002439;Sumner;Municipal Police
AGG_002440;Tacoma;Municipal Police
AGG_002441;Skagit;Sheriff
AGG_002442;Snohomish;Sheriff
AGG_002443;Everett;Municipal Police
AGG_002444;Marysville;Municipal Police
AGG_002445;Brier;Municipal Police
AGG_002446;Spokane;Sheriff
AGG_002447;Spokane;Municipal Police
AGG_002448;Spokane Valley;Municipal Police
AGG_002449;Stevens;Sheriff
AGG_002450;Thurston;Sheriff
AGG_002451;Lacey;Municipal Police
AGG_002452;Walla Walla;Municipal Police
AGG_002453;Lummi Tribal;Tribal Police
AGG_002454;Oakesdale;Municipal Police
AGG_002455;Yakima;Sheriff
AGG_002456;Sunnyside;Municipal Police
AGG_002457;Toppenish;Municipal Police
AGG_002458;Yakima;Municipal Police
AGG_002459;Seattle;Municipal Police
AGG_002460;Rice Lake;Municipal Police
AGG_002461;Green Bay;Municipal Police
AGG_002462;Crawford;Sheriff
AGG_002463;Waupun;Municipal Police
AGG_002464;Superior;Municipal Police
AGG_002465;Eau Claire;Municipal Police
AGG_002466;Ripon;Municipal Police
AGG_002467;Green;Sheriff
AGG_002468;Dodgeville;Municipal Police
AGG_002469;Kenosha;Municipal Police
AGG_002470;Manitowoc;Municipal Police
AGG_002471;Marathon;Sheriff
AGG_002472;Wausau;Municipal Police
AGG_002473;Spencer;Municipal Police
AGG_002474;Everest;Regional Police
AGG_002475;Oak Creek;Municipal Police
AGG_002476;Wauwatosa;Municipal Police
AGG_002477;Appleton;Municipal Police
AGG_002478;Grand Chute;Municipal Police
AGG_002479;Mequon;Municipal Police
AGG_002480;Portage;Sheriff
AGG_002481;Racine;Municipal Police
AGG_002482;Caledonia;Municipal Police
AGG_002483;Beloit;Municipal Police
AGG_002484;St. Croix;Sheriff
AGG_002485;Hudson;Municipal Police
AGG_002486;Sauk;Sheriff
AGG_002487;Sheboygan;Municipal Police
AGG_002488;Trempealeau;Sheriff
AGG_002489;Kewaskum;Municipal Police
AGG_002490;Waukesha;Municipal Police
AGG_002491;Oconomowoc;Municipal Police
AGG_002492;Mukwonago;Municipal Police
AGG_002493;Oshkosh;Municipal Police
AGG_002494;Milwaukee;Municipal Police
AGG_002495;Hancock;Sheriff
AGG_002496;Clarksburg;Municipal Police
AGG_002497;Shepherd University;Special Police
AGG_002498;Kanawha;Sheriff
AGG_002499;Dunbar;Municipal Police
AGG_002500;Weston;Municipal Police
AGG_002501;Logan;Sheriff
AGG_002502;Fairmont;Municipal Police
AGG_002503;Mercer;Sheriff
AGG_002504;Monongalia;Sheriff
AGG_002505;Morgantown;Municipal Police
AGG_002506;Wheeling;Municipal Police
AGG_002507;Preston;Sheriff
AGG_002508;Raleigh;Sheriff
AGG_002509;Hinton;Municipal Police
AGG_002510;Parkersburg;Municipal Police
AGG_002511;State Police: Beckley;State Police
AGG_002512;State Police: Kearneysville;State Police
AGG_002513;State Police: Quincy;State Police
AGG_002514;State Police: Glenville;State Police
AGG_002515;State Police: Harrisville;State Police
AGG_002516;State Police: Keyser;State Police
AGG_002517;State Police: Lewisburg;State Police
AGG_002518;State Police: Logan;State Police
AGG_002519;State Police: Danville;State Police
AGG_002520;State Police: Martinsburg;State Police
AGG_002521;State Police: Moorefield;State Police
AGG_002522;State Police: Morgantown;State Police
AGG_002523;State Police: Philippi;State Police
AGG_002524;State Police: Princeton;State Police
AGG_002525;State Police: Union;State Police
AGG_002526;State Police: Winfield;State Police
AGG_002527;State Police: Gilbert;State Police
AGG_002528;Laramie;Municipal Police
AGG_002529;Cheyenne;Municipal Police
AGG_002530;Natrona;Sheriff
AGG_002531;Mills;Municipal Police
AGG_002532;Sublette;Sheriff
AGG_002533;Sweetwater;Sheriff
AGG_002534;Rock Springs;Municipal Police
AGG_002535;Ketchikan;Municipal Police
AGG_002536;Kenai;Municipal Police
AGG_002537;Gardendale;Municipal Police
AGG_002538;Leeds;Municipal Police
AGG_002539;Citronelle;Municipal Police
AGG_002540;Bay Minette;Municipal Police
AGG_002541;Gulf Shores;Municipal Police
AGG_002542;Robertsdale;Municipal Police
AGG_002543;Loxley;Municipal Police
AGG_002544;Oneonta;Municipal Police
AGG_002545;Valley;Municipal Police
AGG_002546;Chilton;Sheriff
AGG_002547;Jemison;Municipal Police
