ID_AGENCY;Agency Name;Agency Type
AGG_003643;Helen;Municipal Police
AGG_003644;Maui;County Police
AGG_003645;Appanoose;Sheriff
AGG_003646;Centerville;Municipal Police
AGG_003647;Dickinson;Sheriff
AGG_003648;Iowa City;Municipal Police
AGG_003649;Ankeny;Municipal Police
AGG_003650;Urbandale;Municipal Police
AGG_003651;Ringgold;Sheriff
AGG_003652;Nevada;Municipal Police
AGG_003653;Fort Dodge;Municipal Police
AGG_003654;Pocatello;Municipal Police
AGG_003655;Bingham;Sheriff
AGG_003656;Jerome;Sheriff
AGG_003657;Jerome;Municipal Police
AGG_003658;Nez Perce;Sheriff
AGG_003659;Bartholomew;Sheriff
AGG_003660;Elwood;Municipal Police
AGG_003661;Valparaiso;Municipal Police
AGG_003662;West Lafayette;Municipal Police
AGG_003663;State Police: Brown County;State Police
AGG_003664;State Police: Dubois County;State Police
AGG_003665;State Police: Newton County;State Police
AGG_003666;State Police: Porter County;State Police
AGG_003667;State Police: Rush County;State Police
AGG_003668;State Police: Spencer County;State Police
AGG_003669;State Police: Sullivan County;State Police
AGG_003670;Ellsworth;Sheriff
AGG_003671;Merriam;Municipal Police
AGG_003672;Osawatomie;Municipal Police
AGG_003673;Osborne;Sheriff
AGG_003674;Pratt;Municipal Police
AGG_003675;Buhler;Municipal Police
AGG_003676;Bonner Springs;Municipal Police
AGG_003677;Barren;Sheriff
AGG_003678;Calloway;Sheriff
AGG_003679;Cynthiana;Municipal Police
AGG_003680;London;Municipal Police
AGG_003681;Mount Sterling;Municipal Police
AGG_003682;Ohio;Sheriff
AGG_003683;Campbellsville;Municipal Police
AGG_003684;Marksville;Municipal Police
AGG_003685;Lake Providence;Municipal Police
AGG_003686;Iberia;Sheriff
AGG_003687;Harahan;Municipal Police
AGG_003688;La Salle;Sheriff
AGG_003689;Olla;Municipal Police
AGG_003690;Ruston;Municipal Police
AGG_003691;St. Helena;Sheriff
AGG_003692;Gramercy;Municipal Police
AGG_003693;Leesville;Municipal Police
AGG_003694;Franklinton;Municipal Police
AGG_003695;West Carroll;Sheriff
AGG_003696;Westport;Municipal Police
AGG_003697;Tisbury;Municipal Police
AGG_003698;Haverhill;Municipal Police
AGG_003699;North Andover;Municipal Police
AGG_003700;Medfield;Municipal Police
AGG_003701;Abington;Municipal Police
AGG_003702;Hanson;Municipal Police
AGG_003703;Hopedale;Municipal Police
AGG_003704;Leominster;Municipal Police
AGG_003705;Templeton;Municipal Police
AGG_003706;Upton;Municipal Police
AGG_003707;State Police: Berkshire County;State Police
AGG_003708;Transportation Authority;Special Police
AGG_003709;Port Deposit;Municipal Police
AGG_003710;Havre De Grace;Municipal Police
AGG_003711;Chestertown;Municipal Police
AGG_003712;Capitol Heights;Municipal Police
AGG_003713;Riverdale Park;Municipal Police
AGG_003714;Queen Anne's;Sheriff
AGG_003715;Princess Anne;Municipal Police
AGG_003716;Worcester;Sheriff
AGG_003717;State Police: Caroline County;State Police
AGG_003718;State Police: Talbot County;State Police
AGG_003719;State Police: Aroostook County;State Police
AGG_003720;Wilton;Municipal Police
AGG_003721;Rockland;Municipal Police
AGG_003722;Dover-Foxcroft;Municipal Police
AGG_003723;Skowhegan;Municipal Police
AGG_003724;Belfast;Municipal Police
AGG_003725;Old Orchard Beach;Municipal Police
AGG_003726;Watervliet;Municipal Police
AGG_003727;Coldwater;Municipal Police
AGG_003728;Emmett Township;Municipal Police
AGG_003729;Cheboygan;Sheriff
AGG_003730;Ionia;Sheriff
AGG_003731;State Police: Iosco County;State Police
AGG_003732;Kalamazoo;Sheriff
AGG_003733;Kalkaska;Municipal Police
AGG_003734;State Police: Missaukee County;State Police
AGG_003735;State Police: Montmorency County;State Police
AGG_003736;Roosevelt Park;Municipal Police
AGG_003737;Lathrup Village;Municipal Police
AGG_003738;White Lake Township;Municipal Police
AGG_003739;Oceana;Sheriff
AGG_003740;Oscoda;Sheriff
AGG_003741;Frankenmuth;Municipal Police
AGG_003742;Bridgeport Township;Municipal Police
AGG_003743;Sanilac;Sheriff
AGG_003744;State Police: Schoolcraft County;State Police
AGG_003745;State Police: Tuscola County;State Police
AGG_003746;Saline;Municipal Police
AGG_003747;Pittsfield Township;Municipal Police
AGG_003748;Allen Park;Municipal Police
AGG_003749;Wexford;Sheriff
AGG_003750;Anoka;Municipal Police
AGG_003751;Brainerd;Municipal Police
AGG_003752;Rosemount;Municipal Police
AGG_003753;Red Wing;Municipal Police
AGG_003754;Hopkins;Municipal Police
AGG_003755;Robbinsdale;Municipal Police
AGG_003756;St. Louis Park;Municipal Police
AGG_003757;Hubbard;Sheriff
AGG_003758;Willmar;Municipal Police
AGG_003759;Mcleod;Sheriff
AGG_003760;Morrison;Sheriff
AGG_003761;Worthington;Municipal Police
AGG_003762;Mounds View;Municipal Police
AGG_003763;New Brighton;Municipal Police
AGG_003764;Little Canada;Municipal Police
AGG_003765;Olivia;Municipal Police
AGG_003766;Hermantown;Municipal Police
AGG_003767;Prior Lake;Municipal Police
AGG_003768;Stearns;Sheriff
AGG_003769;Steele;Sheriff
AGG_003770;Washburn;Municipal Police
AGG_003771;Bates;Sheriff
AGG_003772;Harrisonville;Municipal Police
AGG_003773;Republic;Municipal Police
AGG_003774;Hickory;Sheriff
AGG_003775;Howell;Sheriff
AGG_003776;De Soto;Municipal Police
AGG_003777;Festus;Municipal Police
AGG_003778;Arnold;Municipal Police
AGG_003779;Knob Noster;Municipal Police
AGG_003780;Higginsville;Municipal Police
AGG_003781;Marionville;Municipal Police
AGG_003782;Hannibal;Municipal Police
AGG_003783;Nodaway;Sheriff
AGG_003784;Hayti;Municipal Police
AGG_003785;Rolla;Municipal Police
AGG_003786;Louisiana;Municipal Police
AGG_003787;Ripley;Sheriff
AGG_003788;O'Fallon;Municipal Police
AGG_003789;Ballwin;Municipal Police
AGG_003790;Bel-Ridge;Municipal Police
AGG_003791;Crestwood;Municipal Police
AGG_003792;Creve Coeur;Municipal Police
AGG_003793;Northwoods;Municipal Police
AGG_003794;Wellston;Municipal Police
AGG_003795;Wright City;Municipal Police
AGG_003796;Mountain Grove;Municipal Police
AGG_003797;State Police: St. Charles;State Police
AGG_003798;State Police: Jefferson City;State Police
AGG_003799;Ackerman;Municipal Police
AGG_003800;Horn Lake;Municipal Police
AGG_003801;Byhalia;Municipal Police
AGG_003802;Oktibbeha;Sheriff
AGG_003803;Starkville;Municipal Police
AGG_003804;Mccomb;Municipal Police
AGG_003805;Sunflower;Sheriff
AGG_003806;Iuka;Municipal Police
AGG_003807;Broadwater;Sheriff
AGG_003808;Red Lodge;Municipal Police
AGG_003809;Miles City;Municipal Police
AGG_003810;Glendive;Municipal Police
AGG_003811;Missoula;Sheriff
AGG_003812;Wolf Point;Municipal Police
AGG_003813;Sanders;Sheriff
AGG_003814;Kearney;Municipal Police
AGG_003815;Plattsmouth;Municipal Police
AGG_003816;Chadron;Municipal Police
AGG_003817;Ogallala;Municipal Police
AGG_003818;Otoe;Sheriff
AGG_003819;Scottsbluff;Municipal Police
AGG_003820;Bertie;Sheriff
AGG_003821;Valdese;Municipal Police
AGG_003822;Granite Falls;Municipal Police
AGG_003823;Carteret;Sheriff
AGG_003824;Conover;Municipal Police
AGG_003825;Havelock;Municipal Police
AGG_003826;Kenansville;Municipal Police
AGG_003827;Warsaw;Municipal Police
AGG_003828;Tarboro;Municipal Police
AGG_003829;Kernersville;Municipal Police
AGG_003830;Louisburg;Municipal Police
AGG_003831;Dunn;Municipal Police
AGG_003832;Angier;Municipal Police
AGG_003833;Raeford;Municipal Police
AGG_003834;Cornelius;Municipal Police
AGG_003835;Mount Gilead;Municipal Police
AGG_003836;Carrboro;Municipal Police
AGG_003837;Pamlico;Sheriff
AGG_003838;Hertford;Municipal Police
AGG_003839;Roxboro;Municipal Police
AGG_003840;Rowan;Sheriff
AGG_003841;Stanly;Sheriff
AGG_003842;Stokes;Sheriff
AGG_003843;Waxhaw;Municipal Police
AGG_003844;Garner;Municipal Police
AGG_003845;Watauga;Sheriff
AGG_003846;Boone;Municipal Police
AGG_003847;Alton;Municipal Police
AGG_003848;Laconia;Municipal Police
AGG_003849;New Boston;Municipal Police
AGG_003850;Ventnor City;Municipal Police
AGG_003851;Saddle Brook Township;Municipal Police
AGG_003852;Tenafly;Municipal Police
AGG_003853;Waldwick;Municipal Police
AGG_003854;Mansfield Township;Municipal Police
AGG_003855;Maple Shade Township;Municipal Police
AGG_003856;Palmyra;Municipal Police
AGG_003857;Westampton Township;Municipal Police
AGG_003858;Haddon Township;Municipal Police
AGG_003859;Magnolia;Municipal Police
AGG_003860;Winslow Township;Municipal Police
AGG_003861;Cedar Grove Township;Municipal Police
AGG_003862;North Caldwell;Municipal Police
AGG_003863;New Jersey Transit Police;Special Police
AGG_003864;Raritan Township;Municipal Police
AGG_003865;Hightstown;Municipal Police
AGG_003866;Old Bridge Township;Municipal Police
AGG_003867;South Brunswick Township;Municipal Police
AGG_003868;South Plainfield;Municipal Police
AGG_003869;Eatontown;Municipal Police
AGG_003870;Freehold;Municipal Police
AGG_003871;Holmdel Township;Municipal Police
AGG_003872;Jefferson Township;Municipal Police
AGG_003873;Dover Township;Municipal Police
AGG_003874;Totowa;Municipal Police
AGG_003875;State Police: Salem County;State Police
AGG_003876;Hardyston Township;Municipal Police
AGG_003877;Texico;Municipal Police
AGG_003878;Lea;Sheriff
AGG_003879;Ruidoso;Municipal Police
AGG_003880;Mckinley;Sheriff
AGG_003881;Portales;Municipal Police
AGG_003882;Bernalillo;Municipal Police
AGG_003883;Santa Fe;Sheriff
AGG_003884;Torrance;Sheriff
AGG_003885;Chautauqua;Sheriff
AGG_003886;Dunkirk;Municipal Police
AGG_003887;Chemung;Sheriff
AGG_003888;Cortland;Sheriff
AGG_003889;Tonawanda Town;Municipal Police
AGG_003890;Gloversville;Municipal Police
AGG_003891;Webster Town & Village;Municipal Police
AGG_003892;Amsterdam;Municipal Police
AGG_003893;Niagara;Sheriff
AGG_003894;Oswego;Sheriff
AGG_003895;Fulton City;Municipal Police
AGG_003896;Kent Town;Municipal Police
AGG_003897;Southampton Village;Municipal Police
AGG_003898;Unknown Agency: NY;Municipal Police
AGG_003899;Liberty Village;Municipal Police
AGG_003900;Tompkins;Sheriff
AGG_003901;Ulster;Sheriff
AGG_003902;Peekskill;Municipal Police
AGG_003903;Harrison Town;Municipal Police
AGG_003904;State Police: Chenango County (C);State Police
AGG_003905;State Police: Genesee County (A);State Police
AGG_003906;State Police: Nassau County (L);State Police
AGG_003907;State Police: Wayne County (E);State Police
AGG_003908;Conneaut;Municipal Police
AGG_003909;Columbiana;Sheriff
AGG_003910;Parma Heights;Municipal Police
AGG_003911;Geauga;Sheriff
AGG_003912;Middlefield;Municipal Police
AGG_003913;Kenton;Municipal Police
AGG_003914;Holmes;Sheriff
AGG_003915;West Jefferson;Municipal Police
AGG_003916;Milton Township;Municipal Police
AGG_003917;Trotwood;Municipal Police
AGG_003918;Zanesville;Municipal Police
AGG_003919;Trumbull;Sheriff
AGG_003920;Howland Township;Municipal Police
AGG_003921;Van Wert;Municipal Police
AGG_003922;Orrville;Municipal Police
AGG_003923;Walbridge;Municipal Police
AGG_003924;Beckham;Sheriff
AGG_003925;Elk City;Municipal Police
AGG_003926;Colbert;Municipal Police
AGG_003927;Healdton;Municipal Police
AGG_003928;Craig;Sheriff
AGG_003929;Hughes;Sheriff
AGG_003930;Latimer;Sheriff
AGG_003931;Poteau;Municipal Police
AGG_003932;Prague;Municipal Police
AGG_003933;Madill;Municipal Police
AGG_003934;Weleetka;Municipal Police
AGG_003935;Nichols Hills;Municipal Police
AGG_003936;Mcalester;Municipal Police
AGG_003937;Sequoyah;Sheriff
AGG_003938;Duncan;Municipal Police
AGG_003939;Jenks;Municipal Police
AGG_003940;Woods;Sheriff
AGG_003941;Alva;Municipal Police
AGG_003942;Lake Oswego;Municipal Police
AGG_003943;West Linn;Municipal Police
AGG_003944;Warrenton;Municipal Police
AGG_003945;John Day;Municipal Police
AGG_003946;Oakridge;Municipal Police
AGG_003947;La Grande;Municipal Police
AGG_003948;The Dalles;Municipal Police
AGG_003949;York Springs-Latimore Township;Regional Police
AGG_003950;North Braddock;Municipal Police
AGG_003951;Stowe Township;Municipal Police
AGG_003952;West Homestead;Municipal Police
AGG_003953;West Mifflin;Municipal Police
AGG_003954;Beaver Falls;Municipal Police
AGG_003955;State Police: Bedford County;State Police
AGG_003956;Berks-Lehigh Regional;Regional Police
AGG_003957;State Police: Blair County;State Police
AGG_003958;State Police: Butler County;State Police
AGG_003959;Upper Yoder Township;Municipal Police
AGG_003960;Cambria Township;Municipal Police
AGG_003961;Westtown-East Goshen Township;Municipal Police
AGG_003962;West Vincent Township;Municipal Police
AGG_003963;County Detectives: Chester County;Special Police
AGG_003964;Pine Creek Township;Municipal Police
AGG_003965;Cambridge Springs;Municipal Police
AGG_003966;Derry Township;Municipal Police
AGG_003967;Bethel Township;Municipal Police
AGG_003968;Darby;Municipal Police
AGG_003969;Darby Township;Municipal Police
AGG_003970;State Police: Elk County;State Police
AGG_003971;Brookville;Municipal Police
AGG_003972;Archbald;Municipal Police
AGG_003973;Manheim;Municipal Police
AGG_003974;Lancaster Township;Regional Police
AGG_003975;West Cocalico Township;Regional Police
AGG_003976;Fountain Hill;Municipal Police
AGG_003977;Jackson Township;Municipal Police
AGG_003978;Southwestern Mercer County Regional;Regional Police
AGG_003979;Hatboro;Municipal Police
AGG_003980;Montgomery Township;Municipal Police
AGG_003981;Telford;Municipal Police
AGG_003982;Hatfield Township;Municipal Police
AGG_003983;Sunbury;Municipal Police
AGG_003984;Shenandoah;Municipal Police
AGG_003985;State Police: Snyder County;State Police
AGG_003986;State Police: Susquehanna County;State Police
AGG_003987;Wellsboro;Municipal Police
AGG_003988;East Buffalo Township;Municipal Police
AGG_003989;South Strabane Township;Municipal Police
AGG_003990;Latrobe;Municipal Police
AGG_003991;Scottdale;Municipal Police
AGG_003992;Allegheny Township;Municipal Police
AGG_003993;Hellam Township;Municipal Police
AGG_003994;Southern Regional York C;Regional Police
AGG_003995;Lower Windsor Township;Municipal Police
AGG_003996;Woonsocket;Municipal Police
AGG_003997;Narragansett;Municipal Police
AGG_003998;Abbeville;Sheriff
AGG_003999;Travelers Rest;Municipal Police
AGG_004000;Estill;Municipal Police
AGG_004001;Varnville;Municipal Police
AGG_004002;North Myrtle Beach;Municipal Police
AGG_004003;Irmo;Municipal Police
AGG_004004;Mccormick;Sheriff
AGG_004005;Walhalla;Municipal Police
AGG_004006;Eutawville;Municipal Police
AGG_004007;Pacolet;Municipal Police
AGG_004008;Charles Mix;Sheriff
AGG_004009;Deuel;Sheriff
AGG_004010;Faulk;Sheriff
AGG_004011;Spearfish;Municipal Police
AGG_004012;Pennington;Sheriff
AGG_004013;Turner;Sheriff
AGG_004014;La Follette;Municipal Police
AGG_004015;Crossville;Municipal Police
AGG_004016;Newbern;Municipal Police
AGG_004017;Pulaski;Municipal Police
AGG_004018;Rogersville;Municipal Police
AGG_004019;Lawrenceburg;Municipal Police
AGG_004020;Whitwell;Municipal Police
AGG_004021;Collierville;Municipal Police
AGG_004022;Millington;Municipal Police
AGG_004023;Bluff City;Municipal Police
AGG_004024;Weakley;Sheriff
AGG_004025;Rockport;Municipal Police
AGG_004026;Archer;Sheriff
AGG_004027;Austin;Sheriff
AGG_004028;Seymour;Municipal Police
AGG_004029;Universal City;Municipal Police
AGG_004030;Windcrest;Municipal Police
AGG_004031;Alamo Community College District;Special Police
AGG_004032;Bosque;Sheriff
AGG_004033;Angleton;Municipal Police
AGG_004034;Brookside Village;Municipal Police
AGG_004035;Brewster;Sheriff
AGG_004036;Burnet;Sheriff
AGG_004037;Castro;Sheriff
AGG_004038;Allen;Municipal Police
AGG_004039;De Leon;Municipal Police
AGG_004040;Cottle;Sheriff
AGG_004041;Crane;Sheriff
AGG_004042;Crockett;Sheriff
AGG_004043;Ralls;Municipal Police
AGG_004044;Seagoville;Municipal Police
AGG_004045;Hereford;Municipal Police
AGG_004046;Highland Village;Municipal Police
AGG_004047;Duval;Sheriff
AGG_004048;Gorman;Municipal Police
AGG_004049;Bonham;Municipal Police
AGG_004050;Flatonia;Municipal Police
AGG_004051;Floydada;Municipal Police
AGG_004052;Gaines;Sheriff
AGG_004053;Friendswood;Municipal Police
AGG_004054;Hitchcock;Municipal Police
AGG_004055;League City;Municipal Police
AGG_004056;Glasscock;Sheriff
AGG_004057;Deer Park;Municipal Police
AGG_004058;Galena Park;Municipal Police
AGG_004059;Granbury;Municipal Police
AGG_004060;Crockett;Municipal Police
AGG_004061;Grapeland;Municipal Police
AGG_004062;Nederland;Municipal Police
AGG_004063;Karnes;Sheriff
AGG_004064;Ingram;Municipal Police
AGG_004065;Littlefield;Municipal Police
AGG_004066;Lacy-Lakeview;Municipal Police
AGG_004067;Robinson;Municipal Police
AGG_004068;Maverick;Sheriff
AGG_004069;Devine;Municipal Police
AGG_004070;Hondo;Municipal Police
AGG_004071;Lone Star;Municipal Police
AGG_004072;Fort Stockton;Municipal Police
AGG_004073;Rains;Sheriff
AGG_004074;Real;Sheriff
AGG_004075;Pecos;Municipal Police
AGG_004076;Rockwall;Municipal Police
AGG_004077;Sonora;Municipal Police
AGG_004078;Tulia;Municipal Police
AGG_004079;Kennedale;Municipal Police
AGG_004080;White Settlement;Municipal Police
AGG_004081;Unknown Agency: TX;Municipal Police
AGG_004082;Del Rio;Municipal Police
AGG_004083;Hutto;Municipal Police
AGG_004084;Floresville;Municipal Police
AGG_004085;Olney;Municipal Police
AGG_004086;Cache;Sheriff
AGG_004087;Lehi;Municipal Police
AGG_004088;Roy;Municipal Police
AGG_004089;Parks and Recreation;Special Police
AGG_004090;State Police: Accomack County;State Police
AGG_004091;Charles City;Sheriff
AGG_004092;Clarke;Sheriff
AGG_004093;State Police: Craig County;State Police
AGG_004094;Floyd;Sheriff
AGG_004095;State Police: Floyd County;State Police
AGG_004096;Fluvanna;Sheriff
AGG_004097;State Police: Goochland County;State Police
AGG_004098;State Police: Grayson County;State Police
AGG_004099;State Police: Henrico County;State Police
AGG_004100;Kenbridge;Municipal Police
AGG_004101;South Hill;Municipal Police
AGG_004102;Christiansburg;Municipal Police
AGG_004103;New Kent;Sheriff
AGG_004104;State Police: Page County;State Police
AGG_004105;Powhatan;Sheriff
AGG_004106;State Police: Shenandoah County;State Police
AGG_004107;Chilhowie;Municipal Police
AGG_004108;State Police: Smyth County;State Police
AGG_004109;Wytheville;Municipal Police
AGG_004110;State Police: Wythe County;State Police
AGG_004111;Staunton;Municipal Police
AGG_004112;Old Dominion University;Special Police
AGG_004113;Winooski;Municipal Police
AGG_004114;State Police: Derby;State Police
AGG_004115;State Police: Bethel;State Police
AGG_004116;State Police: Bradford;State Police
AGG_004117;Asotin;Sheriff
AGG_004118;Wenatchee;Municipal Police
AGG_004119;East Wenatchee;Municipal Police
AGG_004120;Issaquah;Municipal Police
AGG_004121;Redmond;Municipal Police
AGG_004122;Kenmore;Municipal Police
AGG_004123;Port Orchard;Municipal Police
AGG_004124;Bonney Lake;Municipal Police
AGG_004125;University Place;Municipal Police
AGG_004126;Sedro Woolley;Municipal Police
AGG_004127;Lynnwood;Municipal Police
AGG_004128;Olympia;Municipal Police
AGG_004129;Union Gap;Municipal Police
AGG_004130;Burnett;Sheriff
AGG_004131;Calumet;Sheriff
AGG_004132;Cross Plains;Municipal Police
AGG_004133;Waunakee;Municipal Police
AGG_004134;Eau Claire;Sheriff
AGG_004135;Iowa;Sheriff
AGG_004136;Marinette;Municipal Police
AGG_004137;Port Washington;Municipal Police
AGG_004138;Price;Sheriff
AGG_004139;Janesville;Municipal Police
AGG_004140;Edgerton;Municipal Police
AGG_004141;Baraboo;Municipal Police
AGG_004142;Lac Du Flambeau Tribal;Tribal Police
AGG_004143;West Bend;Municipal Police
AGG_004144;Menasha;Municipal Police
AGG_004145;Neenah;Municipal Police
AGG_004146;Wisconsin Rapids;Municipal Police
AGG_004147;Philippi;Municipal Police
AGG_004148;Cabell;Sheriff
AGG_004149;Hampshire;Sheriff
AGG_004150;South Charleston;Municipal Police
AGG_004151;Kenova;Municipal Police
AGG_004152;Oceana;Municipal Police
AGG_004153;State Police: Bridgeport;State Police
AGG_004154;State Police: Elizabeth;State Police
AGG_004155;State Police: Moundsville;State Police
AGG_004156;State Police: Point Pleasant;State Police
AGG_004157;State Police: Spencer;State Police
AGG_004158;State Police: Summersville;State Police
AGG_004159;State Police: Sutton;State Police
AGG_004160;State Police: Welch;State Police
AGG_004161;Albany;Sheriff
AGG_004162;Moorcroft;Municipal Police
AGG_004163;Riverton;Municipal Police
AGG_004164;Laramie;Sheriff
AGG_004165;Teton;Sheriff
AGG_004166;Evanston;Municipal Police
AGG_004167;Pleasant Grove;Municipal Police
AGG_004168;Satsuma;Municipal Police
AGG_004169;Fairhope;Municipal Police
AGG_004170;Daphne;Municipal Police
AGG_004171;Bullock;Sheriff
AGG_004172;Union Springs;Municipal Police
AGG_004173;Goodwater;Municipal Police
AGG_004174;Andalusia;Municipal Police
AGG_004175;Dale;Sheriff
AGG_004176;Midland City;Municipal Police
AGG_004177;Wetumpka;Municipal Police
AGG_004178;Mosses;Municipal Police
AGG_004179;Shorter;Municipal Police
AGG_004180;Marengo;Sheriff
AGG_004181;Arab;Municipal Police
AGG_004182;Cordova;Municipal Police
AGG_004183;Berryville;Municipal Police
AGG_004184;Eureka Springs;Municipal Police
AGG_004185;Conway;Sheriff
AGG_004186;Cross;Sheriff
AGG_004187;Wynne;Municipal Police
AGG_004188;Little River;Sheriff
AGG_004189;Bearden;Municipal Police
AGG_004190;Poinsett;Sheriff
AGG_004191;Prairie;Sheriff
AGG_004192;Cave City;Municipal Police
AGG_004193;Beebe;Municipal Police
AGG_004194;Judsonia;Municipal Police
AGG_004195;Apache;Sheriff
AGG_004196;Coconino;Sheriff
AGG_004197;Globe;Municipal Police
AGG_004198;Show Low;Municipal Police
AGG_004199;Somerton;Municipal Police
AGG_004200;Colusa;Sheriff
AGG_004201;Hercules;Municipal Police
AGG_004202;Del Norte;Sheriff
AGG_004203;Kerman;Municipal Police
AGG_004204;Mendota;Municipal Police
AGG_004205;Highway Patrol: Fresno County;State Police
AGG_004206;Inyo;Sheriff
AGG_004207;Tehachapi;Municipal Police
AGG_004208;Avenal;Municipal Police
AGG_004209;Lassen;Sheriff
AGG_004210;Rolling Hills Estates;Municipal Police
AGG_004211;La Canada Flintridge;Municipal Police
AGG_004212;Sausalito;Municipal Police
AGG_004213;Tiburon;Municipal Police
AGG_004214;Monterey;Municipal Police
AGG_004215;Calistoga;Municipal Police
AGG_004216;Truckee;Municipal Police
AGG_004217;Brea;Municipal Police
AGG_004218;La Palma;Municipal Police
AGG_004219;Los Alamitos;Municipal Police
AGG_004220;Fairview Developmental Center;Special Police
AGG_004221;University of California: Irvine;Special Police
AGG_004222;Highway Patrol: Placer County;State Police
AGG_004223;Morro Bay;Municipal Police
AGG_004224;Department of Parks and Recreation: Bay Area;Special Police
AGG_004225;Cupertino;Municipal Police
AGG_004226;Morgan Hill;Municipal Police
AGG_004227;Saratoga;Municipal Police
AGG_004228;Santa Clara Transit District;Special Police
AGG_004229;Winters;Municipal Police
AGG_004230;Sheridan;Municipal Police
AGG_004231;Cherry Hills Village;Municipal Police
AGG_004232;Archuleta;Sheriff
AGG_004233;Longmont;Municipal Police
AGG_004234;Vail;Municipal Police
AGG_004235;Unknown Agency: CO;Municipal Police
AGG_004236;Golden;Municipal Police
AGG_004237;Wheat Ridge;Municipal Police
AGG_004238;Rangely;Municipal Police
AGG_004239;Rio Grande;Sheriff
AGG_004240;Firestone;Municipal Police
AGG_004241;Broomfield;Municipal Police
AGG_004242;North Haven;Municipal Police
AGG_004243;Plainville;Municipal Police
AGG_004244;Windsor Locks;Municipal Police
AGG_004245;Yale University;Special Police
AGG_004246;University of Connecticut: Storrs;Special Police
AGG_004247;Metro Transit Police;Special Police
AGG_004248;Punta Gorda;Municipal Police
AGG_004249;Orange Park;Municipal Police
AGG_004250;Unknown;Municipal Police
AGG_004251;Miami-Dade County Public School;Special Police
AGG_004252;Neptune Beach;Municipal Police
AGG_004253;Gulf County;Sheriff
AGG_004254;Sebring;Municipal Police
AGG_004255;Sebastian;Municipal Police
AGG_004256;Vero Beach;Municipal Police
AGG_004257;Highway Patrol: Indian River County;State Police
AGG_004258;Fruitland Park;Municipal Police
AGG_004259;Mount Dora;Municipal Police
AGG_004260;Levy County;Sheriff
AGG_004261;Highway Patrol: Orange County;State Police
AGG_004262;Indian Shores;Municipal Police
AGG_004263;Treasure Island;Municipal Police
AGG_004264;Auburndale;Municipal Police
AGG_004265;Taylor County;Sheriff
AGG_004266;De Funiak Springs;Municipal Police
AGG_004267;Cochran;Municipal Police
AGG_004268;Butts;Sheriff
AGG_004269;Edison;Municipal Police
AGG_004270;Acworth;Municipal Police
AGG_004271;Crisp;Sheriff
AGG_004272;Avondale Estates;Municipal Police
AGG_004273;Lithonia;Municipal Police
AGG_004274;Georgia World Congress;Special Police
AGG_004275;Gordon;Sheriff
AGG_004276;Mcdonough;Municipal Police
AGG_004277;Murray;Sheriff
AGG_004278;Peach;Sheriff
AGG_004279;Byron;Municipal Police
AGG_004280;Cedartown;Municipal Police
AGG_004281;Screven;Sheriff
AGG_004282;Toccoa;Municipal Police
AGG_004283;Telfair;Sheriff
AGG_004284;Loganville;Municipal Police
AGG_004285;Keokuk;Sheriff
AGG_004286;Fort Madison;Municipal Police
AGG_004287;Winterset;Municipal Police
AGG_004288;Blackfoot;Municipal Police
AGG_004289;Post Falls;Municipal Police
AGG_004290;Whitestown;Municipal Police
AGG_004291;Jeffersonville;Municipal Police
AGG_004292;Gibson;Sheriff
AGG_004293;Unknown Agency: IN;Municipal Police
AGG_004294;Jennings;Sheriff
AGG_004295;Crown Point;Municipal Police
AGG_004296;Whiting;Municipal Police
AGG_004297;Crawfordsville;Municipal Police
AGG_004298;Parke;Sheriff
AGG_004299;Starke;Sheriff
AGG_004300;Steuben;Sheriff
AGG_004301;Wabash;Sheriff
AGG_004302;State Police: Allen County;State Police
AGG_004303;State Police: Gibson County;State Police
AGG_004304;Fort Scott;Municipal Police
AGG_004305;Concordia;Municipal Police
AGG_004306;Winfield;Municipal Police
AGG_004307;Ottawa;Municipal Police
AGG_004308;Fairway;Municipal Police
AGG_004309;Mcpherson;Sheriff
AGG_004310;Chanute;Municipal Police
AGG_004311;Shawnee;Sheriff
AGG_004312;Wabaunsee;Sheriff
AGG_004313;Evarts;Municipal Police
AGG_004314;Madisonville;Municipal Police
AGG_004315;Kenton County;County Police
AGG_004316;Mccracken;Sheriff
AGG_004317;Mccreary;Sheriff
AGG_004318;Berea;Municipal Police
AGG_004319;Corbin;Municipal Police
AGG_004320;State Police Post 1;State Police
AGG_004321;State Police Post 2;State Police
AGG_004322;State Police Post 3;State Police
AGG_004323;State Police Post 4;State Police
AGG_004324;State Police Post 5;State Police
AGG_004325;State Police Post 6;State Police
AGG_004326;State Police Post 7;State Police
AGG_004327;State Police Post 8;State Police
AGG_004328;State Police Post 9;State Police
AGG_004329;State Police Post 10;State Police
AGG_004330;State Police Post 11;State Police
AGG_004331;State Police Post 13;State Police
AGG_004332;State Police Post 14;State Police
AGG_004333;State Police Post 15;State Police
AGG_004334;Avoyelles;Sheriff
AGG_004335;Sulphur;Municipal Police
AGG_004336;East Feliciana;Sheriff
AGG_004337;Carencro;Municipal Police
AGG_004338;Natchitoches;Municipal Police
AGG_004339;Amite;Municipal Police
AGG_004340;Kaplan;Municipal Police
AGG_004341;Springhill;Municipal Police
AGG_004342;Winn;Sheriff
AGG_004343;Yarmouth;Municipal Police
AGG_004344;Ludlow;Municipal Police
AGG_004345;Northampton;Municipal Police
